,ID,SId,Image,Name,Element,Damage,Description,Code,MB,Notes,Other Properties,Version,,,,,,,,,,,,,,,
,79,80,image81.png,WindRack,Wind,140,Blow enmy in front! Range 3,"* (JP) Virus Battle Machine V4, (EN) Virus Battle Machine V1",19,"BlkBomb, Guardian, RockCube, TimeBom, and boulders block wind gust.",,CG/CF,,,,,,,,,,,,,,,
,79,80,image81.png,WindRack,Wind,140,Blow enmy in front! Range 3,"F ACDC Area NetMerchant (7200 Z), Chip Order",19,"BlkBomb, Guardian, RockCube, TimeBom, and boulders block wind gust.",,CG/CF,,,,,,,,,,,,,,,
,79,80,image81.png,WindRack,Wind,140,Blow enmy in front! Range 3,J Chip Trader,19,"BlkBomb, Guardian, RockCube, TimeBom, and boulders block wind gust.",,CG/CF,,,,,,,,,,,,,,,
,79,80,image81.png,WindRack,Wind,140,Blow enmy in front! Range 3,"T Central Areas BGMD, Robot Control Comps BGMD",19,"BlkBomb, Guardian, RockCube, TimeBom, and boulders block wind gust.",,CG/CF,,,,,,,,,,,,,,,
,80,81,image78.png,StepSwrd,Sword,160,Use WideSwrd 2sq ahead,B Lab's Comp 2 PMD,28,MegaMan can land on holes.,,CG/CF,,,,,,,,,,,,,,,
,80,81,image78.png,StepSwrd,Sword,160,Use WideSwrd 2sq ahead,L JudgeTree Comp 1 BMD,28,MegaMan can land on holes.,,CG/CF,,,,,,,,,,,,,,,
,80,81,image78.png,StepSwrd,Sword,160,Use WideSwrd 2sq ahead,"P Undernet 1 GMD, Chip Order",28,MegaMan can land on holes.,,CG/CF,,,,,,,,,,,,,,,
,81,82,image86.png,VarSwrd,Sword,160,A magical shifting sword.,K Chip Order,28,"Longswrd ↓↘→, WideSwrd ↑→↓, FighterSwrd ←↙↓↘→, LifeSwrd ↓←↑→↓, and SonicBoom ←B→B.",,CG/CF,,,,,,,,,,,,,,,
,81,82,image86.png,VarSwrd,Sword,160,A magical shifting sword.,"V ExptFldr, (JP)(LC) Immortal Area GMD (EN: Trader only otherwise)",28,"Longswrd ↓↘→, WideSwrd ↑→↓, FighterSwrd ←↙↓↘→, LifeSwrd ↓←↑→↓, and SonicBoom ←B→B.",,CG/CF,,,,,,,,,,,,,,,
,81,82,image86.png,VarSwrd,Sword,160,A magical shifting sword.,W ACDC HP PMD,28,"Longswrd ↓↘→, WideSwrd ↑→↓, FighterSwrd ←↙↓↘→, LifeSwrd ↓←↑→↓, and SonicBoom ←B→B.",,CG/CF,,,,,,,,,,,,,,,
,82,83,image82.png,NeoVari,Sword,220,A magical shifting sword.,"N Sky Area 1 BugFrag Trader (80BF), Underground YMD, Undernet 2 YMD, Chip Order",52,"CrossSwrd ↓→↑, SuperSonicBoom ←→←B, and DoubleLifeSwrd ↑B↓B↑B (and all VarSwrd commands).","Non-Flashing (DoubleLifeSwrd, and SuperSonicBoom)",CG/CF,,,,,,,,,,,,,,,
,83,84,image84.png,MoonBld,Sword,130,Slices enemies around,"A (JP)(LC) Graveyard 2, (GBA-EN) Graveyard GMD, Chip Order",35,Gives Battle HP Bug.,,CG/CF,,,,,,,,,,,,,,,
,83,84,image84.png,MoonBld,Sword,130,Slices enemies around,"M Undernet BGMD, Pavilion Comps BGMD",35,Gives Battle HP Bug.,,CG/CF,,,,,,,,,,,,,,,
,83,84,image84.png,MoonBld,Sword,130,Slices enemies around,T Chip Trader,35,Gives Battle HP Bug.,,CG/CF,,,,,,,,,,,,,,,
,84,85,image88.png,Muramasa,Sword,???,Atk power equals amt of lostHP,"M Undernet 1 PMD, (JP)(LC) Undernet 3 YMD, (JP)(LC) Immortal Area YMD, Chip Order",77,"Maximum damage is 500, and it doesn't decross TenguCross, or damage VDoll and LilBolr.",,CG/CF,,,,,,,,,,,,,,,
,85,86,image83.png,MchnSwrd,,200,Search and hit stund enemies.,H (CF) DarkMech (LV 9-S),37,"Hits the enemy regardless of position, but misses if conditions are not met.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,85,86,image83.png,MchnSwrd,,200,Search and hit stund enemies.,"L (CG) DarkMech (LV 9-S), Chip Order",37,"Hits the enemy regardless of position, but misses if conditions are not met.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,85,86,image83.png,MchnSwrd,,200,Search and hit stund enemies.,Q DarkMech (LV 7-10),37,"Hits the enemy regardless of position, but misses if conditions are not met.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,86,87,image87.png,ElemSwrd,,220,"Cuts enmy on Wood, ice, fire","J (CG) ElecMech (LV 9-S), (CG) RarDkMec (LV 7-S)",43,"Hits the enemy regardless of position, but misses if conditions are not met.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,86,87,image87.png,ElemSwrd,,220,"Cuts enmy on Wood, ice, fire","M (CF) ElecMech (LV 9-S), (CF) RarDkMec (LV 7-S), Chip Order",43,"Hits the enemy regardless of position, but misses if conditions are not met.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,86,87,image87.png,ElemSwrd,,220,"Cuts enmy on Wood, ice, fire",U ElecMech (LV 7-10),43,"Hits the enemy regardless of position, but misses if conditions are not met.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,87,88,image85.png,AssnSwrd,,240,When plyz cut enemy spec panl,"N (CF) DoomMech (LV 9-S), (CF) RarDkMc2 (LV 5-S)",50,"Hits the enemy regardless of position if they could be hit with MchnSwrd or ElemSwrd, but misses otherwise.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,87,88,image85.png,AssnSwrd,,240,When plyz cut enemy spec panl,"R (CG) DoomMech (LV 9-S), (CG) RarDkMc2 (LV 5-S), Chip Order",50,"Hits the enemy regardless of position if they could be hit with MchnSwrd or ElemSwrd, but misses otherwise.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,87,88,image85.png,AssnSwrd,,240,When plyz cut enemy spec panl,Y DoomMech (LV 7-10),50,"Hits the enemy regardless of position if they could be hit with MchnSwrd or ElemSwrd, but misses otherwise.",Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,88,89,image89.png,CrakShot,,60,Shoot a panel at an enemy!,"* LanFldr, GiftFldr",4,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,88,89,image89.png,CrakShot,,60,Shoot a panel at an enemy!,A Chip Order,4,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,88,89,image89.png,CrakShot,,60,Shoot a panel at an enemy!,G Chip Trader,4,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,88,89,image89.png,CrakShot,,60,Shoot a panel at an enemy!,T Chip Trader,4,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,89,90,image91.png,DublShot,,60,Shoot 2 panels at an enemy!,"* ExpoFldr, Stuffed Toy Shop Comp BMD",8,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,89,90,image91.png,DublShot,,60,Shoot 2 panels at an enemy!,C Chip Trading (Class 1-2),8,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,89,90,image91.png,DublShot,,60,Shoot 2 panels at an enemy!,"R Sky Area 1 GMD, Chip Order",8,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,89,90,image91.png,DublShot,,60,Shoot 2 panels at an enemy!,U Pavilion Comp 3 GMD,8,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,90,91,image93.png,TrplShot,,100,Shoot 3 panels at an enemy!,* Guide Panel Comp BMD,12,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,90,91,image93.png,TrplShot,,100,Shoot 3 panels at an enemy!,J Chip Trader,12,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,90,91,image93.png,TrplShot,,100,Shoot 3 panels at an enemy!,L Seaside Area 3 GMD,12,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,90,91,image93.png,TrplShot,,100,Shoot 3 panels at an enemy!,"V Undernet 2 GMD, Chip Order",12,Only cracks panels that obstacles are on.,,CG/CF,,,,,,,,,,,,,,,
,94,92,image92.png,WaveArm1,,80,Fllw enemy and fire trap wave,E Quaker (LV 9-S),15,,,CG/CF,,,,,,,,,,,,,,,
,94,92,image92.png,WaveArm1,,80,Fllw enemy and fire trap wave,"F AprtcFld, Quaker (LV 7-10), Underground 1 GMD",15,,,CG/CF,,,,,,,,,,,,,,,
,94,92,image92.png,WaveArm1,,80,Fllw enemy and fire trap wave,"G Quaker (LV 9-S), RareQuakr (LV 5-10), Chip Order",15,,,CG/CF,,,,,,,,,,,,,,,
,95,93,image90.png,WaveArm2,,120,Fllw enemy and fire trap wave,"L Shaker (LV 9-S), RareQuakr (LV 9-S), RarQuakr2 (LV 5-10)",22,,,CG/CF,,,,,,,,,,,,,,,
,95,93,image90.png,WaveArm2,,120,Fllw enemy and fire trap wave,M Shaker (LV 9-S),22,,,CG/CF,,,,,,,,,,,,,,,
,95,93,image90.png,WaveArm2,,120,Fllw enemy and fire trap wave,"N Shaker (LV 7-10), Chip Order",22,,,CG/CF,,,,,,,,,,,,,,,
,96,94,image95.png,WaveArm3,,160,Fllw enemy and fire trap wave,"R Breaker (LV 9-S), RarQuakr2 (LV 9-S)",29,,,CG/CF,,,,,,,,,,,,,,,
,96,94,image95.png,WaveArm3,,160,Fllw enemy and fire trap wave,S Breaker (LV 9-S),29,,,CG/CF,,,,,,,,,,,,,,,
,96,94,image95.png,WaveArm3,,160,Fllw enemy and fire trap wave,"T Breaker (LV 7-10), Chip Order",29,,,CG/CF,,,,,,,,,,,,,,,
,48,95,image94.png,AuraHed1,Break,130,A flying head with 2spc tail,"B HeadyA (LV 9-S), RarHeady (LV 5-7), Pavilion Comp 3 GMD",25,Hits in a 1x3 range and is increased by 50 damage if MegaMan has a barrier.,,CG/CF,,,,,,,,,,,,,,,
,48,95,image94.png,AuraHed1,Break,130,A flying head with 2spc tail,"C HeadyA (LV 7-10), Chip Order",25,Hits in a 1x3 range and is increased by 50 damage if MegaMan has a barrier.,,CG/CF,,,,,,,,,,,,,,,
,48,95,image94.png,AuraHed1,Break,130,A flying head with 2spc tail,D HeadyA (LV 5-7),25,Hits in a 1x3 range and is increased by 50 damage if MegaMan has a barrier.,,CG/CF,,,,,,,,,,,,,,,
,49,96,image112.png,AuraHed2,Break,150,A flying head with 2spc tail,"D HeadyH (LV 9-S), RarHeady (LV 7-S), RarHedy2 (LV 5-7), (JP)(LC) Immortal Area GMD",33,Hits in a 1x3 range and is increased by 50 damage if MegaMan has a barrier.,,CG/CF,,,,,,,,,,,,,,,
,49,96,image112.png,AuraHed2,Break,150,A flying head with 2spc tail,"E HeadyH (LV 7-10), Chip Order",33,Hits in a 1x3 range and is increased by 50 damage if MegaMan has a barrier.,,CG/CF,,,,,,,,,,,,,,,
,49,96,image112.png,AuraHed2,Break,150,A flying head with 2spc tail,F HeadyH (LV 5-7),33,Hits in a 1x3 range and is increased by 50 damage if MegaMan has a barrier.,,CG/CF,,,,,,,,,,,,,,,
,50,97,image97.png,AuraHed3,Break,170,A flying head with 2spc tail,F HeadyW (LV 7-10),39,Hits in a 1x3 range and is increased by 50 damage if MegaMan has a barrier.,,CG/CF,,,,,,,,,,,,,,,
,50,97,image97.png,AuraHed3,Break,170,A flying head with 2spc tail,"G HeadyW (LV 9-S), RarHedy2 (LV 7-S), Chip Order",39,Hits in a 1x3 range and is increased by 50 damage if MegaMan has a barrier.,,CG/CF,,,,,,,,,,,,,,,
,50,97,image97.png,AuraHed3,Break,170,A flying head with 2spc tail,H HeadyW (LV 5-7),39,Hits in a 1x3 range and is increased by 50 damage if MegaMan has a barrier.,,CG/CF,,,,,,,,,,,,,,,
,139,98,image100.png,LilBolr1,Obstacle,100,3pnl fwd Kttl attk Attack+,"F (CF) Kettle (LV 7-10), Chip Order",18,Deals Aqua damage (max 999) after 96F or 3 hits/1 Fire attack [Obstacle Type 1].,Pseudo-Break (50 damage on collision),CG/CF,,,,,,,,,,,,,,,
,139,98,image100.png,LilBolr1,Obstacle,100,3pnl fwd Kttl attk Attack+,K (CG) Kettle (LV 7-10),18,Deals Aqua damage (max 999) after 96F or 3 hits/1 Fire attack [Obstacle Type 1].,Pseudo-Break (50 damage on collision),CG/CF,,,,,,,,,,,,,,,
,139,98,image100.png,LilBolr1,Obstacle,100,3pnl fwd Kttl attk Attack+,L Kettle (LV 9-S),18,Deals Aqua damage (max 999) after 96F or 3 hits/1 Fire attack [Obstacle Type 1].,Pseudo-Break (50 damage on collision),CG/CF,,,,,,,,,,,,,,,
,140,99,image98.png,LilBolr2,Obstacle,140,3pnl fwd Kttl attk Attack+,"E (CG) SuprKetl (LV 9-S), Chip Order",23,Deals Aqua damage (max 999) after 96F or 3 hits/1 Fire attack [Obstacle Type 1].,Pseudo-Break (70 damage on collision),CG/CF,,,,,,,,,,,,,,,
,140,99,image98.png,LilBolr2,Obstacle,140,3pnl fwd Kttl attk Attack+,M (CF) SuprKetl (LV 9-S),23,Deals Aqua damage (max 999) after 96F or 3 hits/1 Fire attack [Obstacle Type 1].,Pseudo-Break (70 damage on collision),CG/CF,,,,,,,,,,,,,,,
,140,99,image98.png,LilBolr2,Obstacle,140,3pnl fwd Kttl attk Attack+,V SuprKetl (LV 7-10),23,Deals Aqua damage (max 999) after 96F or 3 hits/1 Fire attack [Obstacle Type 1].,Pseudo-Break (70 damage on collision),CG/CF,,,,,,,,,,,,,,,
,141,100,image102.png,LilBolr3,Obstacle,180,3pnl fwd Kttl attk Attack+,"G (CG) KettleDX (LV 9-S), Chip Order",28,Deals Aqua damage (max 999) after 96F or 3 hits/1 Fire attack [Obstacle Type 1].,Pseudo-Break (90 damage on collision),CG/CF,,,,,,,,,,,,,,,
,141,100,image102.png,LilBolr3,Obstacle,180,3pnl fwd Kttl attk Attack+,S (CF) KettleDX (LV 9-S),28,Deals Aqua damage (max 999) after 96F or 3 hits/1 Fire attack [Obstacle Type 1].,Pseudo-Break (90 damage on collision),CG/CF,,,,,,,,,,,,,,,
,141,100,image102.png,LilBolr3,Obstacle,180,3pnl fwd Kttl attk Attack+,Z KettleDX (LV 7-10),28,Deals Aqua damage (max 999) after 96F or 3 hits/1 Fire attack [Obstacle Type 1].,Pseudo-Break (90 damage on collision),CG/CF,,,,,,,,,,,,,,,
,97,101,image96.png,SandWrm1,,130,Attk enmy from rear w/snakarm,"A (CG) SnakeArm (LV 9-S), (CG) RarSnkAr (LV 7-10)",30,Doesn't spawn if enemy is standing in their back row.,,CG/CF,,,,,,,,,,,,,,,
,97,101,image96.png,SandWrm1,,130,Attk enmy from rear w/snakarm,"G (CF) SnakeArm (LV 9-S), (CF) RarSnkAr (LV 7-10)",30,Doesn't spawn if enemy is standing in their back row.,,CG/CF,,,,,,,,,,,,,,,
,97,101,image96.png,SandWrm1,,130,Attk enmy from rear w/snakarm,"L SnakeArm (LV 9-S), Chip Order",30,Doesn't spawn if enemy is standing in their back row.,,CG/CF,,,,,,,,,,,,,,,
,98,102,image99.png,SandWrm2,,150,Attk enmy from rear w/snakarm,"B (CG) SnakeAr2 (LV 9-S), (CG) RarSnkAr (LV 9-S), (CG) RarSnkA2 (LV 7-10)",34,Doesn't spawn if enemy is standing in their back row.,,CG/CF,,,,,,,,,,,,,,,
,98,102,image99.png,SandWrm2,,150,Attk enmy from rear w/snakarm,"R (CF) SnakeAr2 (LV 9-S), (CF) RarSnkAr (LV 9-S), (CF) RarSnkA2 (LV 7-10)",34,Doesn't spawn if enemy is standing in their back row.,,CG/CF,,,,,,,,,,,,,,,
,98,102,image99.png,SandWrm2,,150,Attk enmy from rear w/snakarm,"Y SnakeAr2 (LV 9-S), Chip Order",34,Doesn't spawn if enemy is standing in their back row.,,CG/CF,,,,,,,,,,,,,,,
,99,103,image101.png,SandWrm3,,170,Attk enmy from rear w/snakarm,"H (CF) SnakeAr3 (LV 9-S), (CF) RarSnkA2 (LV 9-S)",38,Doesn't spawn if enemy is standing in their back row.,,CG/CF,,,,,,,,,,,,,,,
,99,103,image101.png,SandWrm3,,170,Attk enmy from rear w/snakarm,J SnakeAr3 (LV 9-S),38,Doesn't spawn if enemy is standing in their back row.,,CG/CF,,,,,,,,,,,,,,,
,99,103,image101.png,SandWrm3,,170,Attk enmy from rear w/snakarm,"S (CG) SnakeAr3 (LV 9-S), (CG) RarSnkA2 (LV 9-S), Chip Order",38,Doesn't spawn if enemy is standing in their back row.,,CG/CF,,,,,,,,,,,,,,,
,142,104,image104.png,AirRaid1,Obstacle,10,Attk enmy w/flying FgtrPlne.,"G (CG) FgtrPlne (LV 9-S), (CG) RarFtrPl (LV 5-7), Pavilion Comp 3 GMD",26,"Shoots 10 times, and can be spawned over broken/hole panels, but has a 1/4 chance to miss an idle target [Obstacle Type 2 (30 HP)].",,CG/CF,,,,,,,,,,,,,,,
,142,104,image104.png,AirRaid1,Obstacle,10,Attk enmy w/flying FgtrPlne.,"K FgtrPlne (LV 9-S), Chip Order",26,"Shoots 10 times, and can be spawned over broken/hole panels, but has a 1/4 chance to miss an idle target [Obstacle Type 2 (30 HP)].",,CG/CF,,,,,,,,,,,,,,,
,142,104,image104.png,AirRaid1,Obstacle,10,Attk enmy w/flying FgtrPlne.,"R AprtcFld, (CF) FgtrPlne (LV 9-S), (CF) RarFtrPl (LV 5-7)",26,"Shoots 10 times, and can be spawned over broken/hole panels, but has a 1/4 chance to miss an idle target [Obstacle Type 2 (30 HP)].",,CG/CF,,,,,,,,,,,,,,,
,143,105,image103.png,AirRaid2,Obstacle,10,Attk enmy w/flying FgtrPlne.,"O (CG) FgtrPln2 (LV 9-S), (CG) RarFtrPl (LV 7-S), (CG) RarFtPl2 (LV 5-7)",32,"Shoots 14 times, and can be spawned over broken/hole panels, but has a 1/4 chance to miss an idle target  [Obstacle Type 2 (40 HP)].",,CG/CF,,,,,,,,,,,,,,,
,143,105,image103.png,AirRaid2,Obstacle,10,Attk enmy w/flying FgtrPlne.,"T (CF) FgtrPln2 (LV 9-S), (CF) RarFtrPl (LV 7-S), (CF) RarFtPl2 (LV 5-7), Chip Order",32,"Shoots 14 times, and can be spawned over broken/hole panels, but has a 1/4 chance to miss an idle target  [Obstacle Type 2 (40 HP)].",,CG/CF,,,,,,,,,,,,,,,
,143,105,image103.png,AirRaid2,Obstacle,10,Attk enmy w/flying FgtrPlne.,Y FgtrPln2 (LV 9-S),32,"Shoots 14 times, and can be spawned over broken/hole panels, but has a 1/4 chance to miss an idle target  [Obstacle Type 2 (40 HP)].",,CG/CF,,,,,,,,,,,,,,,
,144,106,image107.png,AirRaid3,Obstacle,10,Attk enmy w/flying FgtrPlne.,"N (CG) FgtrPln3 (LV 9-S), (CG) RarFtPl2 (LV 7-S)",39,"Shoots 18 times, and can be spawned over broken/hole panels, but has a 1/4 chance to miss an idle target [Obstacle Type 2 (50 HP)].",,CG/CF,,,,,,,,,,,,,,,
,144,106,image107.png,AirRaid3,Obstacle,10,Attk enmy w/flying FgtrPlne.,"U (CF) FgtrPln3 (LV 9-S), (CF) RarFtPl2 (LV 7-S), Chip Order",39,"Shoots 18 times, and can be spawned over broken/hole panels, but has a 1/4 chance to miss an idle target [Obstacle Type 2 (50 HP)].",,CG/CF,,,,,,,,,,,,,,,
,144,106,image107.png,AirRaid3,Obstacle,10,Attk enmy w/flying FgtrPlne.,Z FgtrPln3 (LV 9-S),39,"Shoots 18 times, and can be spawned over broken/hole panels, but has a 1/4 chance to miss an idle target [Obstacle Type 2 (50 HP)].",,CG/CF,,,,,,,,,,,,,,,
,105,107,image110.png,FireHit1,Fire,60,Slams closest enemy,"D Champy (LV 9-S), RarChampy (LV 5-10)",12,,,CG/CF,,,,,,,,,,,,,,,
,105,107,image110.png,FireHit1,Fire,60,Slams closest enemy,"E Champy (LV 5-7), Chip Order",12,,,CG/CF,,,,,,,,,,,,,,,
,105,107,image110.png,FireHit1,Fire,60,Slams closest enemy,"F Champy (LV 7-10), Lab's Comp 1 BMD, Seaside Area 2 GMD",12,,,CG/CF,,,,,,,,,,,,,,,
,106,108,image105.png,FireHit2,Fire,120,Slams closest enemy,"R SoulFldr, Chumpy (LV 7-10), (CG) RarChampy (LV 9-S), (CG) RarChmpy2 (LV 5-10)",22,,,CG/CF,,,,,,,,,,,,,,,
,106,108,image105.png,FireHit2,Fire,120,Slams closest enemy,"S SoulFldr, Chumpy (LV 9-S), (CF) RarChampy (LV 9-S), (CF) RarChmpy2 (LV 5-10), Chip Order",22,,,CG/CF,,,,,,,,,,,,,,,
,106,108,image105.png,FireHit2,Fire,120,Slams closest enemy,"T SoulFldr, Chumpy (LV 5-7), Pavilion Comp 2 GMD",22,,,CG/CF,,,,,,,,,,,,,,,
,107,109,image111.png,FireHit3,Fire,180,Slams closest enemy,"A Chimpy (LV 9-S), RarChmpy2 (LV 9-S)",32,,,CG/CF,,,,,,,,,,,,,,,
,107,109,image111.png,FireHit3,Fire,180,Slams closest enemy,"B Chimpy (LV 7-10), Chip Order",32,,,CG/CF,,,,,,,,,,,,,,,
,107,109,image111.png,FireHit3,Fire,180,Slams closest enemy,C Chimpy (LV 5-7),32,,,CG/CF,,,,,,,,,,,,,,,
,108,110,image106.png,BurnSqr1,Fire,100,Press A to burn a 4pnl sqr,"H (CG) HntdCndl (LV 9-S), (CG) RarHntCd (LV 5-7), Undernet 2 GMD, Chip Order",24,"Fails on holes, and timeout position is always the top-left 4 panels.",,CG/CF,,,,,,,,,,,,,,,
,108,110,image106.png,BurnSqr1,Fire,100,Press A to burn a 4pnl sqr,P HntdCndl (LV 5-10),24,"Fails on holes, and timeout position is always the top-left 4 panels.",,CG/CF,,,,,,,,,,,,,,,
,108,110,image106.png,BurnSqr1,Fire,100,Press A to burn a 4pnl sqr,"V (CF) HntdCndl (LV 9-S), (CF) RarHntCd (LV 5-7)",24,"Fails on holes, and timeout position is always the top-left 4 panels.",,CG/CF,,,,,,,,,,,,,,,
,109,111,image108.png,BurnSqr2,Fire,120,Press A to burn a 4pnl sqr,"D HntdCdl2 (LV 9-S), RarHntCd (LV 7-S), RarHntC2 (LV 5-7), Chip Order",30,"Fails on holes, and timeout position is always the top-left 4 panels.",,CG/CF,,,,,,,,,,,,,,,
,109,111,image108.png,BurnSqr2,Fire,120,Press A to burn a 4pnl sqr,M (CF) HntdCdl2 (LV 5-10),30,"Fails on holes, and timeout position is always the top-left 4 panels.",,CG/CF,,,,,,,,,,,,,,,
,109,111,image108.png,BurnSqr2,Fire,120,Press A to burn a 4pnl sqr,T (CG) HntdCdl2 (LV 5-10),30,"Fails on holes, and timeout position is always the top-left 4 panels.",,CG/CF,,,,,,,,,,,,,,,
,110,112,image109.png,BurnSqr3,Fire,140,Press A to burn a 4pnl sqr,"E (CF) HntdCdl3 (LV 9-S), (CF) RarHntC2 (LV 7-S), Chip Order",36,"Fails on holes, and timeout position is always the top-left 4 panels.",,CG/CF,,,,,,,,,,,,,,,
,110,112,image109.png,BurnSqr3,Fire,140,Press A to burn a 4pnl sqr,"O (CG) HntdCdl3 (LV 9-S), (CG) RarHntC2 (LV 7-S)",36,"Fails on holes, and timeout position is always the top-left 4 panels.",,CG/CF,,,,,,,,,,,,,,,
,110,112,image109.png,BurnSqr3,Fire,140,Press A to burn a 4pnl sqr,Z HntdCdl3 (LV 7-10),36,"Fails on holes, and timeout position is always the top-left 4 panels.",,CG/CF,,,,,,,,,,,,,,,
,116,113,image113.png,Sensor1,Elec,100,Hit enmy with beam from snsr,"J (CG) KillrEye (LV 9-S), (CG) RarKllrEy (LV 5-10)",32,"Can be spawned on holes, and will look forward (middle row) or diagonally (top or bottom row) towards the center row [Obstacle Type 1 (2 HP)].","Pierces Invisibl, Pseudo-Breaking",CG/CF,,,,,,,,,,,,,,,
,116,113,image113.png,Sensor1,Elec,100,Hit enmy with beam from snsr,"O (CF) KillrEye (LV 9-S), (CF) RarKllrEy (LV 5-10)",32,"Can be spawned on holes, and will look forward (middle row) or diagonally (top or bottom row) towards the center row [Obstacle Type 1 (2 HP)].","Pierces Invisibl, Pseudo-Breaking",CG/CF,,,,,,,,,,,,,,,
,116,113,image113.png,Sensor1,Elec,100,Hit enmy with beam from snsr,"W KillrEye (LV 7-10), Chip Order",32,"Can be spawned on holes, and will look forward (middle row) or diagonally (top or bottom row) towards the center row [Obstacle Type 1 (2 HP)].","Pierces Invisibl, Pseudo-Breaking",CG/CF,,,,,,,,,,,,,,,
,117,114,image115.png,Sensor2,Elec,130,Hit enmy with beam from snsr,"N (CF) DemonEye (LV 9-S), (CF) RarKllrEy (LV 9-S), (CF) RarKlrEy2 (LV 5-10)",35,"Can be spawned on holes, and will look forward (middle row) or diagonally (top or bottom row) towards the center row [Obstacle Type 1 (30 HP)].","Pierces Invisibl, Pseudo-Breaking",CG/CF,,,,,,,,,,,,,,,
,117,114,image115.png,Sensor2,Elec,130,Hit enmy with beam from snsr,"U (CG) DemonEye (LV 9-S), (CG) RarKllrEy (LV 9-S), (CG) RarKlrEy2 (LV 5-10)",35,"Can be spawned on holes, and will look forward (middle row) or diagonally (top or bottom row) towards the center row [Obstacle Type 1 (30 HP)].","Pierces Invisibl, Pseudo-Breaking",CG/CF,,,,,,,,,,,,,,,
,117,114,image115.png,Sensor2,Elec,130,Hit enmy with beam from snsr,"Y DemonEye (LV 7-10), Chip Order",35,"Can be spawned on holes, and will look forward (middle row) or diagonally (top or bottom row) towards the center row [Obstacle Type 1 (30 HP)].","Pierces Invisibl, Pseudo-Breaking",CG/CF,,,,,,,,,,,,,,,
,118,115,image114.png,Sensor3,Elec,160,Hit enmy with beam from snsr,"I JokersEye (LV 9-S), RarKlrEy2 (LV 9-S)",38,"Can be spawned on holes, and will look forward (middle row) or diagonally (top or bottom row) towards the center row [Obstacle Type 1 (40 HP)].","Pierces Invisibl, Pseudo-Breaking",CG/CF,,,,,,,,,,,,,,,
,118,115,image114.png,Sensor3,Elec,160,Hit enmy with beam from snsr,K (CG) JokersEye (LV 7-10),38,"Can be spawned on holes, and will look forward (middle row) or diagonally (top or bottom row) towards the center row [Obstacle Type 1 (40 HP)].","Pierces Invisibl, Pseudo-Breaking",CG/CF,,,,,,,,,,,,,,,
,118,115,image114.png,Sensor3,Elec,160,Hit enmy with beam from snsr,"Q (CF) JokersEye (LV 7-10), Chip Order",38,"Can be spawned on holes, and will look forward (middle row) or diagonally (top or bottom row) towards the center row [Obstacle Type 1 (40 HP)].","Pierces Invisibl, Pseudo-Breaking",CG/CF,,,,,,,,,,,,,,,
,119,116,image116.png,Boomer,Wood,100,Boomerang that circ btl field,"J AprtcFld, Central Areas BGMD, Robot Control Comps BGMD, Underground 2 GMD",16,Creates Grass panels on the enemy's area as it travels (not over holes).,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,119,116,image116.png,Boomer,Wood,100,Boomerang that circ btl field,K Chip Order,16,Creates Grass panels on the enemy's area as it travels (not over holes).,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,119,116,image116.png,Boomer,Wood,100,Boomerang that circ btl field,T JudgeTree Comp 2 GMD,16,Creates Grass panels on the enemy's area as it travels (not over holes).,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,120,117,image121.png,HiBoomer,Wood,140,Boomerang that circ btl field,B ACDC Area NetMerchant (5000 Z),26,Creates Grass panels on the enemy's area as it travels (not over holes).,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,120,117,image121.png,HiBoomer,Wood,140,Boomerang that circ btl field,"L (JP)(LC) Immortal Area GMD, Chip Order",26,Creates Grass panels on the enemy's area as it travels (not over holes).,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
